"ZIP code",Size of adjusted gross income,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI)
77386,"$75,000 under $100,000",2211,1610,886,6162,2341,192062
77386,"$100,000 under $200,000",3642,3151,1538,11330,4537,492541
77386,"$200,000 or more",1129,1037,652,3582,1418,418752
77388,,"19,225","8,800","8,299","41,497","14,974","1,346,929"
77388,"$1 under $25,000",5912,788,2450,7597,2377,69321
77388,"$25,000 under $50,000",3830,1190,1673,8014,3013,142431
77388,"$50,000 under $75,000",3008,1481,1349,7018,2531,186285
77388,"$75,000 under $100,000",2206,1604,892,6068,2257,191370
77388,"$100,000 under $200,000",3423,2981,1455,10268,3866,460213
77388,"$200,000 or more",846,756,480,2532,930,297309
77389,,"10,727","5,781","5,020","24,907","9,222","1,162,298"
77389,"$1 under $25,000",3135,448,1313,4227,1457,36774
77389,"$25,000 under $50,000",1735,617,803,3737,1402,63564
77389,"$50,000 under $75,000",1203,658,558,2922,1055,74186
77389,"$75,000 under $100,000",1037,776,462,2823,1009,90273
77389,"$100,000 under $200,000",2308,2050,1078,7078,2720,324925
77389,"$200,000 or more",1309,1232,806,4120,1579,572576
77396,,"18,153","6,139","9,856","41,552","18,076","1,010,485"
77396,"$1 under $25,000",7098,892,4013,12975,5790,94164
77396,"$25,000 under $50,000",5110,1408,2793,12481,5973,185415
77396,"$50,000 under $75,000",2399,1075,1249,6010,2537,146922
77396,"$75,000 under $100,000",1345,913,707,3604,1346,116152
77396,"$100,000 under $200,000",1627,1332,773,4706,1747,218948
77396,"$200,000 or more",574,519,321,1776,683,248884
77401,,"8,001","4,100","4,451","17,461","6,266","2,030,047"
77401,"$1 under $25,000",1958,150,929,1471,231,17678
77401,"$25,000 under $50,000",869,146,400,1263,275,32052
77401,"$50,000 under $75,000",684,198,319,1197,321,42565
77401,"$75,000 under $100,000",477,237,246,995,286,41356
77401,"$100,000 under $200,000",1318,956,701,3506,1233,192103
77401,"$200,000 or more",2695,2413,1856,9029,3920,1704293
77406,,"15,563","7,910","6,889","33,894","11,760","1,577,437"
77406,"$1 under $25,000",4211,451,1641,4683,1342,45604
77406,"$25,000 under $50,000",2504,664,1072,4822,1671,92873
77406,"$50,000 under $75,000",1943,902,849,4405,1560,121134
77406,"$75,000 under $100,000",1725,1257,753,4643,1662,150790
77406,"$100,000 under $200,000",3617,3186,1622,10568,3765,500901
77406,"$200,000 or more",1563,1450,952,4773,1760,666135
77407,,"14,349","6,320","7,200","32,982","13,114","944,133"
77407,"$1 under $25,000",4050,588,2199,6119,2271,50479
77407,"$25,000 under $50,000",3275,968,1665,7129,2898,122383
77407,"$50,000 under $75,000",2394,1124,1198,5947,2429,147770
77407,"$75,000 under $100,000",1862,1285,853,5247,2100,161492
77407,"$100,000 under $200,000",2409,2024,1071,7420,2986,320167
77407,"$200,000 or more",359,331,214,1120,430,141842
77414,,"8,740","3,336","4,792","18,752","7,128","421,483"
77414,"$1 under $25,000",3911,597,2038,6946,2885,49168
77414,"$25,000 under $50,000",1916,644,1029,4319,1763,69312
77414,"$50,000 under $75,000",1073,615,644,2644,958,65569
77414,"$75,000 under $100,000",714,522,419,1818,582,62031
77414,"$100,000 under $200,000",977,831,550,2660,851,128849
77414,"$200,000 or more",149,127,112,365,89,46554
77417,,863,325,476,"1,883",743,"32,524"
77417,"$1 under $25,000",366,62,192,619,238,4511
77417,"$25,000 under $50,000",275,94,157,642,274,9910
77417,"$50,000 under $75,000",116,78,67,329,135,7057
77417,"$75,000 under $100,000",56,47,35,146,43,4751
77417,"$100,000 under $200,000",50,44,25,147,53,6295
77417,"$200,000 or more",**,**,**,**,**,**
77418,,"4,316","1,863","2,584","8,712","2,898","304,101"
77418,"$1 under $25,000",1760,267,1036,2542,878,20054
77418,"$25,000 under $50,000",931,344,552,1952,678,34022
77418,"$50,000 under $75,000",533,296,289,1248,420,32749
77418,"$75,000 under $100,000",395,320,223,1021,306,34076
77418,"$100,000 under $200,000",501,452,323,1382,429,67593
77418,"$200,000 or more",196,184,161,567,187,115607
77420,,"1,020",436,626,"2,264",875,"51,786"
77420,"$1 under $25,000",406,80,243,704,285,5220
77420,"$25,000 under $50,000",260,102,148,617,255,9369
77420,"$50,000 under $75,000",149,81,91,382,152,9097
77420,"$75,000 under $100,000",96,72,60,245,77,8398
77420,"$100,000 under $200,000",109,101,84,316,106,19702
77420,"$200,000 or more",**,**,**,**,**,**
77422,,"5,523","2,445","2,725","11,715","4,019","291,519"
77422,"$1 under $25,000",2074,368,928,3309,1134,25516
77422,"$25,000 under $50,000",1299,494,621,2815,1027,47038
77422,"$50,000 under $75,000",776,463,412,1859,620,47587
77422,"$75,000 under $100,000",573,412,296,1499,514,49871
77422,"$100,000 under $200,000",724,638,420,2008,646,93992
77422,"$200,000 or more",77,70,48,225,78,27515
77423,,"3,863","1,440","2,198","8,892","3,783","168,790"
77423,"$1 under $25,000",1818,300,1074,3464,1538,23545
77423,"$25,000 under $50,000",1013,373,565,2624,1239,35749
77423,"$50,000 under $75,000",428,269,218,1155,459,26112
77423,"$75,000 under $100,000",257,195,134,700,248,22247
77423,"$100,000 under $200,000",281,247,158,782,254,36795
77423,"$200,000 or more",66,56,49,167,45,24342
77426,,961,401,606,"1,888",589,"67,290"
77426,"$1 under $25,000",409,56,245,594,191,4902
77426,"$25,000 under $50,000",197,66,113,391,128,7159
77426,"$50,000 under $75,000",99,59,58,238,81,6029
77426,"$75,000 under $100,000",93,73,66,237,71,8165
77426,"$100,000 under $200,000",106,93,79,279,80,13951
77426,"$200,000 or more",57,54,45,149,38,27084
77429,,"32,330","16,198","13,848","73,929","28,148","3,220,558"
77429,"$1 under $25,000",8995,1012,3579,10671,3378,99946
77429,"$25,000 under $50,000",5637,1628,2357,11565,4329,210679
77429,"$50,000 under $75,000",4423,2227,1905,10688,4044,273889
77429,"$75,000 under $100,000",3483,2544,1433,9771,3743,302954
77429,"$100,000 under $200,000",6708,5886,2860,20937,8342,923385
77429,"$200,000 or more",3084,2901,1714,10297,4312,1409705
77430,,972,494,508,"2,086",695,"60,997"
77430,"$1 under $25,000",350,67,175,487,145,4158
77430,"$25,000 under $50,000",183,75,94,401,143,6652
77430,"$50,000 under $75,000",142,89,82,364,133,8738
77430,"$75,000 under $100,000",109,88,64,288,91,9440
77430,"$100,000 under $200,000",160,147,93,457,150,20830
77430,"$200,000 or more",28,28,**,89,33,11179
77433,,"24,724","12,252","11,307","60,652","25,321","2,146,356"
77433,"$1 under $25,000",6967,853,3285,10125,3932,82341
77433,"$25,000 under $50,000",4909,1507,2338,11380,4980,182006
77433,"$50,000 under $75,000",3382,1761,1487,8721,3579,208333
77433,"$75,000 under $100,000",2666,2023,1125,7843,3154,232704
77433,"$100,000 under $200,000",5038,4463,2102,16519,7015,698924
77433,"$200,000 or more",1762,1645,970,6064,2661,742048
77434,,"1,968",607,"1,182","4,323","1,853","77,643"
77434,"$1 under $25,000",968,136,544,1767,766,13043
77434,"$25,000 under $50,000",606,213,366,1544,727,21261
77434,"$50,000 under $75,000",201,105,125,505,199,12232
77434,"$75,000 under $100,000",91,65,62,236,80,7753
77434,"$100,000 under $200,000",69,60,53,183,54,8944
77434,"$200,000 or more",33,28,32,88,27,14410
77435,,"2,202",976,"1,264","4,827","1,807","123,339"
77435,"$1 under $25,000",815,112,436,1205,433,9871
77435,"$25,000 under $50,000",527,179,291,1173,470,19242
77435,"$50,000 under $75,000",304,200,184,759,255,18792
77435,"$75,000 under $100,000",217,169,125,594,208,18819
77435,"$100,000 under $200,000",288,270,184,933,375,37339
77435,"$200,000 or more",51,46,44,163,66,19276
77437,,"7,423","2,868","4,870","16,204","6,393","366,957"
77437,"$1 under $25,000",3467,521,2231,6015,2505,44042
77437,"$25,000 under $50,000",1706,615,1082,4040,1720,61228
77437,"$50,000 under $75,000",901,566,585,2319,852,55060
77437,"$75,000 under $100,000",559,462,378,1615,595,48202
77437,"$100,000 under $200,000",633,564,454,1790,593,83559
77437,"$200,000 or more",157,140,140,425,128,74866
77441,,"3,210","2,043","1,615","7,504","2,493","535,005"
77441,"$1 under $25,000",689,71,288,704,185,6964
77441,"$25,000 under $50,000",335,89,175,622,200,12330
77441,"$50,000 under $75,000",237,135,129,516,145,14750
77441,"$75,000 under $100,000",250,179,121,601,171,22288
77441,"$100,000 under $200,000",979,893,456,2899,1027,143371
77441,"$200,000 or more",720,676,446,2162,765,335302
77442,,456,178,303,875,275,"20,102"
77442,"$1 under $25,000",232,42,146,349,109,2864
77442,"$25,000 under $50,000",100,40,69,211,71,3432
77442,"$50,000 under $75,000",56,38,57,134,40,3403
77442,"$75,000 under $100,000",33,29,**,85,23,2882
77442,"$100,000 under $200,000",35,29,31,96,32,7521
77442,"$200,000 or more",**,**,**,**,**,**
77444,,403,167,213,811,279,"18,163"
77444,"$1 under $25,000",185,34,86,266,85,1796
77444,"$25,000 under $50,000",86,26,44,182,70,2990
77444,"$50,000 under $75,000",50,35,52,119,34,2985
77444,"$75,000 under $100,000",32,27,**,84,25,2766
77444,"$100,000 under $200,000",50,45,31,160,65,7626
77444,"$200,000 or more",**,**,**,**,**,**
77445,,"5,191","1,818","3,004","11,014","4,294","268,349"
77445,"$1 under $25,000",2503,374,1413,4341,1754,31917
77445,"$25,000 under $50,000",1391,492,818,3440,1557,49285
77445,"$50,000 under $75,000",548,339,308,1371,483,33626
77445,"$75,000 under $100,000",291,205,157,703,207,25043
77445,"$100,000 under $200,000",338,308,215,885,239,44830
77445,"$200,000 or more",120,100,93,274,54,83648
77447,,"5,247","2,380","2,743","11,969","4,642","302,840"
77447,"$1 under $25,000",2007,379,1056,3480,1391,24896
77447,"$25,000 under $50,000",1329,528,676,3253,1400,48242
77447,"$50,000 under $75,000",727,460,370,1959,771,44527
77447,"$75,000 under $100,000",468,373,233,1268,427,40318
77447,"$100,000 under $200,000",534,475,279,1505,496,71493
77447,"$200,000 or more",182,165,129,504,157,73364
77449,,"41,634","15,448","20,792","96,836","42,252","1,842,907"
77449,"$1 under $25,000",16389,2364,8583,28200,11931,211694
77449,"$25,000 under $50,000",11765,3951,6155,29551,13848,430537
77449,"$50,000 under $75,000",6496,3525,3041,17978,7957,396692
77449,"$75,000 under $100,000",3581,2693,1513,10753,4479,309175
77449,"$100,000 under $200,000",3050,2607,1300,9327,3672,387963
77449,"$200,000 or more",353,308,200,1027,365,106846
77450,,"30,456","15,063","12,471","68,545","25,938","3,149,114"
77450,"$1 under $25,000",9180,1117,3442,10542,3122,98716
77450,"$25,000 under $50,000",5160,1530,2129,10562,3903,190733
77450,"$50,000 under $75,000",3668,1779,1487,8632,3188,226066
77450,"$75,000 under $100,000",2867,2090,1199,8051,3094,249652
77450,"$100,000 under $200,000",6139,5333,2457,19392,7922,863688
77450,"$200,000 or more",3442,3214,1757,11366,4709,1520259
77455,,881,370,527,"1,849",666,"41,944"
77455,"$1 under $25,000",357,60,188,512,161,4045
77455,"$25,000 under $50,000",222,77,137,505,208,8215
77455,"$50,000 under $75,000",142,93,84,369,134,8758
77455,"$75,000 under $100,000",62,56,45,190,72,5319
77455,"$100,000 under $200,000",98,84,73,273,91,15607
77455,"$200,000 or more",**,**,**,**,**,**
77459,,"27,528","13,516","13,160","61,923","22,927","2,625,690"
77459,"$1 under $25,000",7433,849,3274,8881,2624,82208
77459,"$25,000 under $50,000",4560,1168,2118,8739,3034,168700
77459,"$50,000 under $75,000",3488,1565,1732,7952,2900,216426
77459,"$75,000 under $100,000",3050,2044,1483,8197,3101,265493
77459,"$100,000 under $200,000",6423,5492,3090,19759,7845,895161
77459,"$200,000 or more",2574,2398,1463,8395,3423,997702
77461,,"4,492","1,960","2,449","9,756","3,614","233,424"
77461,"$1 under $25,000",1707,297,886,2639,939,21161
77461,"$25,000 under $50,000",1089,346,587,2354,924,39504
77461,"$50,000 under $75,000",583,353,318,1467,532,35880
77461,"$75,000 under $100,000",475,382,272,1326,469,41251
77461,"$100,000 under $200,000",566,524,332,1740,650,73247
77461,"$200,000 or more",72,58,54,230,100,22381
77465,,"2,816","1,187","1,688","6,370","2,533","133,818"
77465,"$1 under $25,000",1241,235,723,2146,830,15272
77465,"$25,000 under $50,000",727,318,448,1872,833,26535
77465,"$50,000 under $75,000",353,219,203,953,381,21699
77465,"$75,000 under $100,000",211,163,135,595,221,18301
77465,"$100,000 under $200,000",252,223,153,717,242,32502
77465,"$200,000 or more",32,29,26,87,26,19509
77468,,105,37,68,203,66,"4,336"
77468,"$1 under $25,000",44,**,25,76,32,506
77468,"$25,000 under $50,000",61,37,43,127,34,3830
77468,"$50,000 under $75,000",**,**,**,**,**,**
77468,"$75,000 under $100,000",**,**,**,**,**,**
77468,"$100,000 under $200,000",**,**,**,**,**,**
77468,"$200,000 or more",**,**,**,**,**,**
77469,,"16,123","6,254","8,383","35,479","13,958","946,009"
77469,"$1 under $25,000",6019,767,3176,10089,4143,78288
77469,"$25,000 under $50,000",3880,1088,2016,8428,3471,141668
77469,"$50,000 under $75,000",2260,1179,1136,5459,2024,138886
77469,"$75,000 under $100,000",1466,1064,751,4061,1532,127076
77469,"$100,000 under $200,000",1967,1678,976,5854,2209,262189
77469,"$200,000 or more",531,478,328,1588,579,197902
77471,,"15,249","4,904","8,366","33,407","14,020","604,315"
77471,"$1 under $25,000",7212,955,3955,13313,5910,97893
77471,"$25,000 under $50,000",4278,1329,2377,10144,4539,152202
77471,"$50,000 under $75,000",1793,992,978,4528,1743,109449
77471,"$75,000 under $100,000",933,713,489,2570,924,80218
77471,"$100,000 under $200,000",900,800,465,2487,787,117230
77471,"$200,000 or more",133,115,102,365,117,47323
77474,,"5,825","2,471","3,363","12,759","4,816","311,863"
77474,"$1 under $25,000",2296,366,1298,3710,1400,28663
77474,"$25,000 under $50,000",1509,568,888,3513,1439,54860
77474,"$50,000 under $75,000",794,472,459,2056,788,48660
77474,"$75,000 under $100,000",466,381,262,1349,502,40473
77474,"$100,000 under $200,000",611,540,348,1736,585,82030
77474,"$200,000 or more",149,144,108,395,102,57177
77477,,"15,412","4,904","8,059","31,105","11,733","699,239"
77477,"$1 under $25,000",6399,945,3499,10436,4022,82105
77477,"$25,000 under $50,000",4363,1191,2195,9239,3698,157206
77477,"$50,000 under $75,000",2098,904,1029,4625,1623,128793
77477,"$75,000 under $100,000",1118,692,585,2795,985,96779
77477,"$100,000 under $200,000",1234,1010,627,3486,1243,163096
77477,"$200,000 or more",200,162,124,524,162,71260
77478,,"12,641","6,238","6,476","26,109","8,180","1,381,155"
77478,"$1 under $25,000",3684,626,1781,4536,1163,40650
77478,"$25,000 under $50,000",2235,774,1109,4383,1392,83032
77478,"$50,000 under $75,000",1584,752,781,3394,1058,98059
77478,"$75,000 under $100,000",1246,831,634,3073,994,108274
77478,"$100,000 under $200,000",2552,2076,1315,7020,2390,354801
77478,"$200,000 or more",1340,1179,856,3703,1183,696339
77479,,"32,538","18,930","15,292","77,770","29,424","4,393,566"
77479,"$1 under $25,000",8297,1282,3575,8721,2227,82287
77479,"$25,000 under $50,000",4215,1438,1995,8307,2705,156176
77479,"$50,000 under $75,000",3183,1607,1511,7400,2608,198489
77479,"$75,000 under $100,000",3046,2127,1405,8410,3233,265965
77479,"$100,000 under $200,000",8301,7304,3701,26361,10751,1189544
77479,"$200,000 or more",5496,5172,3105,18571,7900,2501105
77480,,"3,046","1,434","1,526","6,715","2,367","176,524"
77480,"$1 under $25,000",1083,202,481,1835,681,13727
77480,"$25,000 under $50,000",667,256,312,1484,562,24300
77480,"$50,000 under $75,000",439,252,235,1058,367,27269
77480,"$75,000 under $100,000",296,229,169,779,254,25834
77480,"$100,000 under $200,000",501,442,283,1415,472,65766
77480,"$200,000 or more",60,53,46,144,31,19628
77482,,"1,008",450,576,"2,261",854,"51,421"
77482,"$1 under $25,000",376,68,208,629,233,4937
77482,"$25,000 under $50,000",253,100,128,553,203,9209
77482,"$50,000 under $75,000",139,77,89,358,142,8605
77482,"$75,000 under $100,000",96,75,59,274,103,8383
77482,"$100,000 under $200,000",144,130,92,447,173,20287
77482,"$200,000 or more",**,**,**,**,**,**
77484,,"4,865","2,214","2,723","10,909","4,097","277,355"
77484,"$1 under $25,000",1924,378,998,3298,1259,23902
77484,"$25,000 under $50,000",1203,515,702,2944,1229,43526
77484,"$50,000 under $75,000",638,387,346,1646,622,39249
77484,"$75,000 under $100,000",425,338,235,1160,397,36558
77484,"$100,000 under $200,000",553,492,347,1546,501,72805
77484,"$200,000 or more",122,104,95,315,89,61315
77485,,"1,421",581,787,"2,925","1,007","66,698"
77485,"$1 under $25,000",581,88,314,915,327,7400
77485,"$25,000 under $50,000",354,114,198,720,255,12718
77485,"$50,000 under $75,000",206,135,110,481,140,12698
77485,"$75,000 under $100,000",120,100,72,331,111,10206
77485,"$100,000 under $200,000",160,144,93,478,174,23676
77485,"$200,000 or more",**,**,**,**,**,**
77486,,"3,117","1,430","1,515","6,473","2,086","172,688"
77486,"$1 under $25,000",1182,214,514,1849,612,14948
77486,"$25,000 under $50,000",680,229,330,1394,485,24449
77486,"$50,000 under $75,000",403,264,202,1024,357,25077
77486,"$75,000 under $100,000",330,248,177,813,236,28702
77486,"$100,000 under $200,000",456,413,245,1207,338,58785
77486,"$200,000 or more",66,62,47,186,58,20727
77488,,"5,911","1,977","3,262","12,186","4,586","255,671"
77488,"$1 under $25,000",2815,374,1531,4856,1952,36375
77488,"$25,000 under $50,000",1502,444,780,3245,1302,53224
77488,"$50,000 under $75,000",675,403,371,1646,568,41198
77488,"$75,000 under $100,000",406,315,232,1048,327,35066
77488,"$100,000 under $200,000",433,377,286,1196,386,57024
77488,"$200,000 or more",80,64,62,195,51,32784
77489,,"17,968","4,042","9,652","34,957","13,964","708,036"
77489,"$1 under $25,000",7759,602,4096,12488,5123,102237
77489,"$25,000 under $50,000",5371,958,2849,11110,4800,194060
77489,"$50,000 under $75,000",2554,904,1396,5555,2098,155695
77489,"$75,000 under $100,000",1146,685,664,2833,1002,98591
77489,"$100,000 under $200,000",1054,824,589,2758,881,135313
77489,"$200,000 or more",84,69,58,213,60,22140
77493,,"10,802","4,878","4,963","24,546","9,670","666,916"
77493,"$1 under $25,000",3740,533,1664,5610,2138,45123
77493,"$25,000 under $50,000",2381,836,1124,5554,2339,86762
77493,"$50,000 under $75,000",1582,898,704,4209,1729,97559
77493,"$75,000 under $100,000",1157,899,519,3374,1320,100444
77493,"$100,000 under $200,000",1565,1367,710,4649,1716,207690
77493,"$200,000 or more",377,345,242,1150,428,129338
77494,,"30,274","18,772","13,035","79,258","32,692","3,786,946"
77494,"$1 under $25,000",6543,683,2495,6657,1885,64640
77494,"$25,000 under $50,000",3463,1091,1530,7117,2606,129205
77494,"$50,000 under $75,000",2874,1481,1313,7113,2757,179356
77494,"$75,000 under $100,000",3214,2486,1337,9722,4019,282724
